;Bac. Oec.;Gunda;Tuvufumüller;Kreuzstrasse 65;Heringen/Helme;0198/554465118;gunda.tuvufumueller86@t-online.de;Bauzeichner/-in (IH/HwEx)
;M. A.;Brunhild;Besivare;Am Bahnhof 88;Esens;024181/874468541;edopa56@gmx.de;Berufskraftfahrer/-in (IH/HwEx)
;M. Sc.;Linda;Hitebedehein;Römerstrasse 265b;Dresden;0533686/349174283;itoza58@gmail.de;Binnenschiffer/-in (IH)
;LL. M.;H.-Dieter;Tatefledeweiner;Flurstrasse 202;Greiz;0132194/527135313;erali80@gmail.de;Buchhändler/-in (IH/HwEx)
;MLE;Christa-Maria;Bövefare;Ulmenstrasse 243;Krakow am See;0763688/455988;osute86@test.de;Bürohelfer/-in (§ 66 BBiG) (IH)
;Mag. rer. publ.;Hartmut;Meyer;Friedhofstrasse 73;Püttlingen;0943/8442395;hartmut.meyer60@t-online.de;Bürokraft (§ 66 BBiG) (IH)
;Mag. theol. ;Hans-Heinrich;Püredu;Lerchenweg 28;Plau am See;07693/531459;hans-heinrich.pueredu61@outloock.de;Drogist/-in (IH)
;Mag. iur.;Gilda;Liwegedehein;Oststrasse 61;Eschenbach i.d.OPf.;0578331/3272557;gilda.liwegedehein55@gmx.de;Eisenbahner/-in im Betriebsdienst (alle FR - IH/ÖD)
;M. Th.;Magnus;Nölalaumeiner;Schulweg 268;Nagold;0855/374258223;edapi96@surfnet.de;Fachangestellte/-r für Bäderbetriebe (IH/ÖD)
;Ph. D.;Annemie;Schulz;Sonnenstrasse 170;Stockach;093287/49163292;annemie.schulz77@outloock.de;Fachangestellte/-r für Medien- und Informationsdienste FR Archiv (IH/ÖD)
;;Irina;Jösido;Lindenstrasse 199;Thalheim/Erzgeb.;099669/1134126;irina.joesido84@gmail.com;Fachangestellte/-r für Medien- und Informationsdienste FR Bildagentur (IH/ÖD/HwEx)
;;Rahel;Gideschatt;Richard-Wagner-Strasse 260;Burgstädt;0137115/943268;osatu89@gmx.de;Fachhelfer/-in für Reinigungstechnik (§ 42r HwO) (Hw)
;;Edda;Totevadeweiner;Marktstrasse 285;Wassertrüdingen;01441/942468;usata88@email.com;Fachkraft für Fahrzeugpflege (§ 66 BBiG) (IH)
;;Claus-Peter;Kaiser;Ginsterweg 228;Oschatz;07531/3689991;urilu94@t-online.de;Fachkraft für Hafenlogistik (IH)
;;Konstantinos;Walter;Neue Strasse 86;Emsdetten;0817/633946329;ivero87@t-online.de;"Fachkraft für Kreislauf- und Abfallwirtschaft 
(IH/ÖD/HwEx)"
;;Richard;Vovagedemeiner;Meisenweg 127;Meyenburg;017787/525846397;usito64@t-online.de;"Fachkraft für Kurier-, Express- und Postdienstleistungen 
(IH)"
;;Simone;Jürisegeweiner;Jahnstrasse 140;Trier;043272/35219;uwefa92@gmail.com;Fachkraft für Lagerlogistik (IH/HwEx)
;;Siegmar;Lehmann;Nordstrasse 228;Amorbach;0385786/598814761;siegmar.lehmann81@test.de;Fachkraft für Schutz und Sicherheit (IH)
;;Margrit;Hoffmann;Buchenweg 212d;Sonthofen;052614/177543;arelo54@outloock.de;Fachkraft für Verkaufsvorbereitung (§ 66 BBiG) (IH)
;;Maxim;Braun;Friedrichstrasse 300a;Gößnitz;019978/73745987;maxim.braun69@t-online.de;Fachkraft im Fahrbetrieb (IH)
;;Miroslawa;Wagner;Burgstrasse 224;Celle;07345/93525322;ilika59@outloock.de;Fachkraft im Gastgewerbe (IH/HwEx)
;B. A.;Laszlo;Movubuhein;Lindenstrasse 202;Tettnang;0381582/24772463;atemu79@gmx.de;Fachlagerist/-in (IH/HwEx)
;BBA;Britt;Gätedason;Mittelweg 53c;Mansfeld;013191/23837;avuro99@test.de;Fachmann/Fachfrau für Systemgastronomie (IH/HwEx)
;B. Sc.;Anastasia;Baramodestein;Kapellenweg 14;Adenau;0336/993693;anastasia.baramodestein63@outloock.de;Fachpraktiker/-in Bäcker/-in (§ 42r HwO) (Hw)
;LL. B.;Ulrike;Wörabodoweiner;Rathausstrasse 100;Merseburg;018256/137698;ulrike.woerabodoweiner70@email.com;Fachpraktiker/-in Friseur (§ 42r HwO) (Hw)
;B. Ed.;Dora;Bowosade;Flurstrasse 78c;Waldbröl;0394252/265342699;dora.bowosade77@yahoo.de;Fachpraktiker/-in für Bäcker/-in (§ 42r HwO) (Hw)
;B. Eng.;Annett;Zurasadeson;Teichstrasse 232;Pleystein;0735859/645197957;awufi72@gmx.de;Fachpraktiker/-in für Bäckereien (§ 42r HwO) (Hw)
;B. F. A.;Wencke;Weber;Brunnenstrasse 142;Gifhorn;068146/76429;uwufa61@surfnet.de;"Fachpraktiker/-in für Bürokommunikation (§ 42r HwO) 
(Hw)"
;B. Mus.;Susanne;Wiridameiner;Bergweg 272;Ehrenfriedersdorf;0336/4172952;susanne.wiridameiner71@email.com;"Fachpraktiker/-in für Bürokommunikation (§ 66 BBiG) 
(IH)"
;B. M. A.;Rico;Wudibason;Kirchgasse 8;Roth;07745/3667228;adupa65@t-online.de;Fachpraktiker/-in für Fachverkauf im Lebensmittelhandwerk (§ 42r HwO) (Hw)
;M. A.;Kamil;Vovaschattweiner;Schulweg 120;Kaiserslautern;0979/154533;itize62@gmail.com;Fachpraktiker/-in für Fahrzeugpflege (§ 42r HwO) (Hw)
;M. Sc.;Ellen;Lodawadestein;Meisenweg 252;Vetschau/Spreewald;05782/966274;uwofa61@gmx.de;"Fachpraktiker/-in für Gebäudereiniger/-in (§ 42r HwO) 
(Hw)"
;M. Eng.;Gunda;Petobiweiner;Raiffeisenstrasse 24;Ladenburg;07619/677818658;iwefe85@test.de;"Fachpraktiker/-in für Gebäudereinigung (§ 42r HwO) 
(Hw)"
;LL. M.;Priska;Garavodeweiner;Robert-Koch-Strasse 278;Elmshorn;03934/697441143;oluki95@yahoo.de;Fachpraktiker/-in für Hauswirtschaft (§ 66 BBiG) (IH)
;M. F. A.;Irene;Kaiser;Ludwigstrasse 172;Ratzeburg;0434331/9698794;oliku66@email.com;Fachpraktiker/-in für Kreislauf- und Abfallwirtschaft (§ 66 BBiG) (IH)
;M. Mus.;Ernst-August;Siwasede;Waldstrasse 117;Hilchenbach;0894145/15356943;udopo88@surfnet.de;Fachpraktiker/-in für Lagerlogistik (§ 66 BBiG) (IH)
;M. Ed.;Osman;Muresade;August-Bebel-Strasse 70;Herbstein;0427811/429881;awefu64@gmx.de;Fachpraktiker/-in für Lagerwirtschaft (§ 66 BBiG) (IH)
;M. Acc.;Evelyn;Schäfer;Lessingstrasse 179;Neuburg a.d.Donau;0436/17979;idupe93@gmail.com;Fachpraktiker/-in für personenbezogene Dienstleistungen (§ 66 BBiG) (IH)
;B. A.;Nikolaus;Ziwuflode;Fichtenstrasse 173d;Enger, Widukindstadt;041811/756397581;arelo70@test.de;Fachpraktiker/-in für Recycling (§ 66 BBiG) (IH)
;Bac. Jur.;Alfons;Tilibaweiner;Bismarckstrasse 103;Hecklingen;0434/273639458;awufu99@gmail.com;Fachpraktiker/-in für technische Produktkonstruktion und Dokumentation (§ 66 BBiG) (IH)
;Bac. Oec.;Ahmad;Kädahedehein;Ahornstrasse 207;Falkenstein/Vogtl.;0323355/554724581;udipa92@t-online.de;Fachpraktiker/-in Hauswirtschaft (§ 66 BBiG) (Hausw)
;M. A.;Clemens;Sesefere;Buchenweg 277;Wettin-Löbejün;0131/172771137;oviri73@gmx.de;Fachpraktiker/-in im Bäckerhandwerk (§ 42r HwO) (Hw)
;M. Sc.;Milica;Däveduson;Lilienweg 237;Espelkamp;015562/15133259;irolo80@gmail.com;Fachpraktiker/-in im Gastgewerbe (§ 66 BBiG) (IH)
;LL. M.;Philipp;Voruwadestein;Jahnstrasse 44;Markranstädt;0364/7745138;philipp.voruwadestein56@yahoo.de;Fachpraktiker/-in im Gastgewerbe (36 Monate) (§ 66 BBiG) (IH)
;MLE;Cengiz;Folaflede;Mühlenstrasse 53;Delbrück;0845/549286214;cengiz.folaflede80@t-online.de;Fachpraktiker/-in im Gebäudereinigerhandwerk (§ 42r HwO) (Hw)
;Mag. rer. publ.;Irmhild;Pötomau;Am Berg 166;Zwickau;061662/857675;odopi95@gmail.com;Fachpraktiker/-in im Lagerbereich (§ 66 BBiG) (IH)
;Mag. theol. ;Alexei;Hosulau;Friedrichstrasse 146;Birkenfeld;08991/75259177;uwefi81@surfnet.de;Fachpraktiker/-in im Lagerbereich (36 Monate) (§ 66 BBiG) (IH)
;Mag. iur.;Annie;Walter;Schwalbenweg 79;Burglengenfeld;02232/41433835;annie.walter55@test.de;Fachpraktiker/-in im Lebensmittelverkauf (§ 42r HwO) (Hw)
;M. Th.;Helga;Schulz;Mörikestrasse 291;Pirna;0836/82367683;idopo62@email.com;Fachpraktiker/-in im Verkauf (§ 66 BBiG) (IH)
;Ph. D.;Vinzenz;Schröder;Jahnstrasse 198;Neustadt b.Coburg;0767981/165445;vinzenz.schroeder65@t-online.de;Fachpraktiker/-in in der Floristik (§ 66 BBiG) (IH)
;;Anneke;Rärefare;Rathausstrasse 6;Pegau;04131/259938525;anneke.raerefare75@test.de;"Fachpraktiker/-in in sozialen Einrichtungen (§ 66 BBiG) 
(IH)"
;;Hans-Günther;König;Buchenstrasse 289;Lauscha;08885/43272411;hans-guenther.koenig71@test.de;"Fachpraktiker/-in Küche (Beikoch/Beiköchin) (§ 66 BBiG) 
(IH)"
Dipl.-Inf. (DH);;Fatma;Cevolodeson;Eichendorffstrasse 97;Bad Honnef;084887/616256244;atamu69@email.com;Fachpraktiker/-in Lager (§ 66 BBiG) (HwEx)
Dipl.-Ing. (DH);;Willi;Juwivode;Wacholderweg 55;Kronberg im Taunus;041191/83978637;otumu86@t-online.de;Fachpraktiker/-in Lager (§ 66 BBiG) (IH)
Dipl.-Betriebsw. (DH);;Rigo;Rusomatthein;Ulmenstrasse 56;Buxtehude;047587/3541553;rigo.rusomatthein60@surfnet.de;Fachpraktiker/-in Restaurant (§ 66 BBiG) (IH)
Dipl.-Wirtsch.-Inf. (DH);;Rosina;Dutegauweiner;Schützenstrasse 244;Herten;0725416/28691235;rosina.dutegauweiner92@gmail.com;Fachpraktiker/-in Technische/-r Produktdesigner/-in FR Maschinen- und Anlagenkonstruktion (§ 66 BBiG) (IH)
Dipl.-Soz.päd. (DH);;Marijan;Cüvasedeson;Teichstrasse 44;Borgentreich, Orgelstadt;027493/26735317;etimo88@surfnet.de;Fachpraktiker/-in Verkauf im Bäckerhandwerk (§ 42r HwO) (Hw)
Dipl.-Agrar Ing. (FH);;Nick;Herrmann;Ulmenweg 171;Volkach;0194326/341571636;iwifi64@gmail.de;Fachpraktiker/-in Verkäufer/-in im Fleischerhandwerk (§ 42r HwO) (Hw)
Dipl.-Archivar (FH);;Siegward;Neromauhein;Kantstrasse 275;Güstrow;0214/839251817;erulu86@t-online.de;Fachverkäufer/-in im Lebensmittelhandwerk (alle SP - IH/HwEx)
Dipl.-Betriebsw. (FH);;Ron;Püresade;Gartenstrasse 261;Waltrop;0966912/79724;atezi64@gmx.de;Fachwerker/-in für Reinigungstechnik (§ 42r HwO) (Hw)
Dipl.-Bibl. (FH);;Lidija;Horiwadeweiner;Hochstrasse 226;Nördlingen;07837/269891576;avura84@gmx.de;Fahrzeugpfleger/-in (§ 42r HwO) (Hw)
Dipl.-Bioinf. (FH);;Gundi;Rorobi;Heideweg 14;Herzberg (Elster);081736/68323223;otizi98@gmail.com;Fahrzeugpfleger/-in (24 Monate) (§ 66 BBiG) (IH)
Dipl.-Bioing. (FH);;Hildegard;Horubodo;Schwarzer Weg 69;Zwönitz;0549/292287;hildegard.horubodo61@gmail.de;Fahrzeugpfleger/-in (24 Monate) (§ 42r HwO) (Hw)
Dipl.-Biomath. (FH);;Calogero;Sawudomüller;Schwalbenweg 125;Bad Oeynhausen;01156/592234;usotu62@outloock.de;Florist/-in (IH/HwEx)
Dipl.-Chem. (FH);;Matthäus;Cirosege;Weiherstrasse 213;Oederan;0626773/962446254;matthaeus.cirosege70@email.com;Fotomedienfachmann/-fachfrau (IH/Hw)
Dipl.-Des. (FH);;Auguste;Mutagauhein;Gartenweg 232;Saalfeld/Saale;04351/92179233;udupe73@gmx.de;Friseur/-in (Hw)
Dipl.-Dok. (FH);;Ingrid;Wälovore;Ginsterweg 85;Hofgeismar;0416132/467276;odopi62@gmx.de;Gebäudereiniger/-in (Hw)
Dipl.-Dolm. (FH);;Marieluise;Zulefihein;Markt 108;Ballenstedt;0883573/128832927;eleki63@email.com;Gebäudereinigungsfachkraft (§ 42r HwO) (Hw)
Dipl.-Energiewirt (FH);;Mato;Motolate;Steinweg 278;Rieneck;07922/18611986;mato.motolate63@test.de;Geomatiker/-in (IH/ÖD)
Dipl.-Ergotherapeut (FH);;Thea;Müller;Mühlgasse 238;Hillesheim;0995/619189;uloku62@surfnet.de;Hafenschiffer/-in (IH)
Dipl.-oec.-troph. (FH);;Vitali;Cüwuda;Am Sportplatz 282;Munster;03391/34194;otemi76@surfnet.de;Hauswirtschafter/-in (IH/Lw/Hausw)
Dipl.-Fachübersetzer (FH);;David;Tavuvadehein;Marktplatz 212;Germersheim;0646949/739774769;alike87@gmail.de;Hauswirtschaftshelfer/-in (§ 66 BBiG) (Hausw)
Dipl.-Finw. (FH);;Marisa;Bätumatthein;Pestalozzistrasse 128;Baruth/Mark;0242/21562;adopa72@gmail.de;"Hauswirtschaftstechnische/-r Helfer/-in (§ 66 BBiG) 
(Hausw)"
Dipl.-Forsting. (FH);;Alexandre;Wädabodomüller;Friedhofsweg 297;Gräfenthal;0574214/2472662;otuze78@outloock.de;Helfer/-in im Gastgewerbe (24 Monate) (§ 66 BBiG) (IH)
Dipl. FÖ (FH);;Josefa;Fäsefereson;Am Bahnhof 289;Bad Bibra;04483/66944;ewefu55@gmail.com;Hotelfachmann/-fachfrau (IH/HwEx)
Dipl.-Freizeitwiss. (FH);;Leon;Kivavoreson;Hohlweg 166;Walsrode;07821/896677798;itomo83@email.com;Hotelkaufmann/-kauffrau (IH)
Dipl.-Ges.oec. (FH);;Angelika;Keligateson;Oststrasse 244;Falkenstein/Vogtl.;08153/771621639;averu57@yahoo.de;Immobilienkaufmann/-kauffrau (IH/HwEx)
Dipl.-Immobilienw. (FH);;Amir;Walter;Pfarrgasse 86;Stromberg;0817/392723;utaze82@gmail.com;Industriekaufmann/-kauffrau (IH/HwEx)
Dipl.-Inf. (FH);;Konstantinos;Navowedeweiner;Brunnenweg 13;Friedrichshafen;0554325/28589;idupi88@yahoo.de;Justizfachangestellte/-r (ÖD)
Dipl.-Inform. (FH);;Hellmut;Pidigate;Mühlweg 255;Schrozberg;02431/83555;elaki85@surfnet.de;Kaufmann/Kauffrau für Büromanagement (IH/ÖD/HwEx)
Dipl.-Inf.-Wirt (FH);;Ronny;Ferischattmeiner;Mühlstrasse 120;Erding;0551/1184653;etima63@email.com;Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement (alle FR - IH/HwEx)
Dipl.-Infw. (FH);;Rahel;Jusuvode;Schwalbenweg 255;Gerlingen;043223/484547321;usiti82@test.de;Kaufmann/Kauffrau für Kurier-, Express- und Postdienstleistungen (IH)
Dipl.-Ing. (FH);;Burkhardt;Tälobi;Weidenweg 12;Euskirchen;0177/5923794;burkhardt.taelobi69@yahoo.de;Kaufmann/Kauffrau für Spedition und Logistikdienstleistung (IH/HwEx)
Dipl.-Ing. Gartenbau (FH);;Karl;Zatoba;Burgstrasse 128;Heppenheim (Bergstraße);0933/261976543;karl.zatoba90@outloock.de;Kaufmann/Kauffrau für Tourismus und Freizeit (IH)
Dipl.-Journ. (FH);;Jadwiga;Merubodomeiner;Fichtenstrasse 231;Lüdenscheid;0665/3346794;jadwiga.merubodomeiner89@yahoo.de;Kaufmann/Kauffrau für Verkehrsservice (IH)
Dipl.-Kffr. (FH);;Roger;Meyer;Talstrasse 129;Bad Breisig;0536172/1436944;aralo80@yahoo.de;"Kaufmann/Kauffrau für Versicherungen und Finanzen 
FR Versicherung (IH)"
Dipl.-Kfm. (FH);;Gretl;Roridi;Haydnstrasse 118;Daun;08948/47728979;ewufu66@gmail.com;Kaufmann/Kauffrau für Versicherungen und Finanzen o.FR (IH)
Dipl.-Komm.Psych. (FH);;Madeleine;Schmitt;Lerchenweg 18;Nastätten;0215/78544;madeleine.schmitt68@gmail.de;Kaufmann/Kauffrau im E-Commerce (IH/HwEx)
Dipl.-Kult.arb. (FH);;Heide;Cerefledemeiner;Berliner Strasse 21;Offenburg;095964/686323121;eviro84@t-online.de;Kaufmann/Kauffrau im Einzelhandel (IH/HwEx)
Dipl.-Künstler (FH);;Karl-Georg;Fötimaustein;Friedhofsweg 298;Stuttgart;072187/615562345;karl-georg.foetimaustein88@gmail.de;Kaufmann/Kauffrau im Gesundheitswesen (IH/HwEx)
Dipl.-Kunsttherap. (FH);;Minna;Huber;Sonnenstrasse 22;Heidenau;092515/94126636;minna.huber98@test.de;Kaufmann/Kauffrau im Groß- und Außenhandel (alle FR - IH/HwEx)
Dipl.-Logist. (FH);;Elenore;Hüdobodo;Tannenweg 203;Trebbin;07852/49398811;elenore.huedobodo83@test.de;Koch/Köchin (IH/HwEx)
Dipl.-Math. (FH);;Flora;Fusugaumeiner;Seestrasse 22;Varel;02474/128886866;flora.fusugaumeiner61@gmail.de;Konditor/-in (Hw)
Dipl.-Medieninform. (FH);;Dittmar;Warigrodehein;Daimlerstrasse 164;Schauenstein;0178/84962;ateme77@gmx.de;Kosmetiker/-in (IH/HwEx)
Dipl.-Medienök. (FH);;Ralph;Vuteschattson;Forstweg 173;Rodenberg;06766/685528286;ovire87@email.com;Lagerfachhelfer/-in (§ 66 BBiG) (IH)
Dipl.-Medienw. (FH);;Cosima;Liwumaustein;Rosenweg 210;Golßen;07838/5457332;idupa56@outloock.de;Luftverkehrskaufmann/-kauffrau (IH)
Dipl.-Mediator (FH);;Friederike;König;Poststrasse 21d;Brück;028367/8275229;owafe79@surfnet.de;Mediengestalter/-in Digital und Print FR Beratung und Planung (IH/Hw)
Dipl.-Museol. (FH);;Woldemar;Tirisade;Akazienweg 104;Schopfheim;0673445/645444715;woldemar.tirisade92@email.com;Musikfachhändler/-in (IH/HwEx)
Dipl.-Musiktherap. (FH);;Hiltraud;Selaplaumüller;Ahornweg 253;Kemberg;055619/672531843;hiltraud.selaplaumueller60@email.com;Notarfachangestellte/-r (FB)
Dipl.-Naut. (FH);;Ulrich;Lesegrodemüller;Forstweg 245;Dassel;0255/765638;etemu80@test.de;Patentanwaltsfachangestellte/-r (FB)
Dipl.oec.troph (FH);;Conny;Rösegate;Burgstrasse 271;Vilseck;092555/997712;conny.roesegate91@gmail.de;Pharmazeutisch-kaufmännische/-r Angestellte/-r (FB)
Dipl.-Online-Journalist (FH);B. A.;Sergej;Fuvuwedeweiner;Klosterstrasse 180;Clausthal-Zellerfeld, Bergstadt;0552/4392558;ulike57@gmail.de;Rechtsanwalts- und Notarfachangestellte/-r (FB)
Dipl.-Pfl. (FH);BBA;Alina;Siwegrodeson;Ahornweg 199;Duderstadt;01778/182527896;otoma97@gmx.de;Rechtsanwaltsfachangestellte/-r (FB)
Dipl.-Pflegew. (FH);B. Sc.;Claus-Peter;Viweplaustein;Jägerstrasse 171;Wanfried;02142/4545343;eruli59@surfnet.de;Recycling-Werker/-in (§ 66 BBiG) (IH)
Dipl.-Pflegepäd. (FH);LL. B.;Paulina;Fusisade;Daimlerstrasse 161;Butzbach;07748/137612;paulina.fusisade62@yahoo.de;Restaurantfachmann/-fachfrau (IH/HwEx)
Dipl.-Physiotherapeut (FH);B. Ed.;Gundolf;Zirigaumüller;Brunnenweg 266;Mühlberg/Elbe;0843853/657422;erelu62@gmail.com;Schädlingsbekämpfer/-in (IH/HwEx)
Dipl.-Pol. (FH);B. Eng.;Aleksandr;Fotumodeweiner;Uhlandstrasse 138;Neckarbischofsheim;0192267/192647;ivore72@email.com;Schifffahrtskaufmann/-kauffrau (alle FR - IH)
Dipl.-Red. (FH);B. F. A.;Nuran;Cuwahede;Karlstrasse 84;Hallstadt;0965/885173;eviru61@surfnet.de;Servicefahrer/-in (IH/HwEx)
Dipl.-Rel.-päd. (FH);B. Mus.;Karl-Georg;Pitogedehein;Leipziger Strasse 275;Gunzenhausen;0865598/11392;atema98@surfnet.de;Servicekaufmann/-kauffrau im Luftverkehr (IH)
Dipl.-Rest. (FH);B. M. A.;Holger;Döligatemeiner;August-Bebel-Strasse 299;Osnabrück;0554676/957282499;uroli90@gmail.de;Servicekraft für Schutz und Sicherheit (IH)
Dipl.-Reha-psych. (FH);M. A.;Anatolij;Wüwuvode;Gerhart-Hauptmann-Strasse 233;Ludwigshafen am Rhein;0294/99246;anatolij.wuewuvode99@email.com;Steuerfachangestellte/-r (FB)
Dipl.-Rpfl. (FH);M. Sc.;Sylvie;Schmidt;Wiesengrund 150;Schrozberg;069477/773121551;sylvie.schmidt65@gmail.com;Tankwart/-in (IH/HwEx)
Dipl.-Sicherheitsing. (FH);M. Eng.;Ann;Koch;Albert-Schweitzer-Strasse 85;Wuppertal;088649/33853;ituzu74@gmx.de;Technische/-r Produktdesigner/-in (alle FR - IH/HwEx)
Dipl.-Soz. Arb. (FH);LL. M.;Torben;Schmidt;Am Sportplatz 117d;Verl;0773/384368;torben.schmidt88@surfnet.de;Technische/-r Systemplaner/-in (alle FR - IH/HwEx)
Dipl.-Soz.jur. (FH);M. F. A.;Ingeburg;Lange;Lindenweg 110;Bad Homburg v. d. Höhe;05996/81891615;odepu80@yahoo.de;Textilreiniger/-in (IH/Hw)
Dipl.-Soz.päd. (FH);M. Mus.;Babett;Duresedemüller;Albert-Schweitzer-Strasse 132c;Weilheim an der Teck;0638236/75896;arile71@gmail.com;Textilreinigerwerker/-in (§ 42r HwO) (Hw)
Dipl.-Soz.wirt (FH);M. Ed.;Mohammed;Woruvodehein;Schulstrasse 57;Wittstock/Dosse;04919/92363464;etami88@gmail.com;Tourismuskaufmann/-kauffrau (Kaufmann/Kauffrau für Privat- und Geschäftsreisen) (IH/HwEx)
Dipl.-Techn. (FH);M. Acc.;Heide-Marie;Schmidt;Hohlweg 220c;Griesheim;02882/65862217;ovoro80@gmx.de;Verkäufer/-in (IH/HwEx)
Dipl.-Tech.-Red. (FH);B. A.;Raphaela;Gerowede;Goethestrasse 279;Radebeul;036985/1144638;raphaela.gerowede66@test.de;Verkaufshelfer/-in im Bäckerhandwerk (§ 42r HwO) (Hw)
Dipl.-Übers. (FH);Bac. Jur.;Regina;Läveba;Ginsterweg 37;Lommatzsch;061782/87419;iwofo91@outloock.de;Verkaufshilfe (§ 66 BBiG) (IH)
Dipl.-Vers.-Betriebsw. (FH);Bac. Oec.;Victor;Hirodamüller;Industriestrasse 53;Mannheim;0648494/861882687;victor.hirodamueller70@gmail.com;"Verkaufskraft im Nahrungsmittelhandwerk (§ 42r HwO) 
(Hw)"
Dipl.-Verww. (FH);M. A.;Elvira;Zilomatthein;Marktplatz 240;Ludwigslust;092216/98972641;asetu70@gmail.com;Verwaltungsfachangestellte/-r (alle FR - ÖD/HwEx)
Dipl.-Verw.-Betriebsw. (FH);M. Sc.;Maurizio;Kuwusegemeiner;Marienstrasse 182;Wilster;0997593/1739723;asuto90@test.de;Werkfeuerwehrmann/Werkfeuerwehrfrau (IH)
Dipl.-Verw.-Manager (FH);LL. M.;Hans-Adolf;Fetido;Kolpingstrasse 90;Ilshofen;0579537/816987;hans-adolf.fetido93@t-online.de;Werkgehilfe/-gehilfin Schmuckwarenindustrie, Taschen- und Armbanduhren (IH)
Dipl.-Volksw. (FH);MLE;Justus;Jarufo;Beethovenstrasse 12;Neuenburg am Rhein;082241/653283649;etuze76@yahoo.de;Augenoptiker/-in (Hw)
Dipl.-Wirt.-Inf. (FH);Mag. rer. publ.;Volker;Vetiwedehein;Friedenstrasse 116;Goldberg;0746/172219;ureli82@yahoo.de;Bankkaufmann/-kauffrau (IH)
Dipl.-Wi.-Inform. (FH);Mag. theol. ;Saskia;Hartmann;Leipziger Strasse 30;Ummerstadt;08135/79735137;saskia.hartmann64@gmx.de;Baustoffprüfer/-in (IH/HwEx)
Dipl.-Wirtsch.-Ing. (FH);Mag. iur.;Heinz-Joachim;Gütiwatteweiner;Ahornstrasse 61;Eschborn;0844/811869;heinz-joachim.guetiwatteweiner60@gmail.com;Bestattungsfachkraft (IH/Hw/ÖD)
Dipl.-Wirt.-Ing. (FH);M. Th.;Philippe;Madufumüller;Tulpenweg 89;Hessisch Lichtenau;0875/343881961;adipa83@gmx.de;Biologielaborant/-in (IH)
Dipl.-Wi.Jur. (FH);Ph. D.;Henrike;Tuvihedehein;Finkenweg 133b;Zahna-Elster;04572/49328395;henrike.tuvihedehein71@gmx.de;Chemielaborant/-in (IH/HwEx)
Dipl.-Wirtschaftspsych. (FH);;Edward;Ruwugrademeiner;Gartenstrasse 3a;Kaltennordheim;096956/54888835;edward.ruwugrademeiner54@email.com;Chemielaborjungwerker/-in (IH)
Dipl.-Wirt.-Übers.(FH);;Eckhart;Divibedeweiner;Sonnenweg 13;Bad Tennstedt;01365/438623168;otuze56@outloock.de;Edelmetallprüfer/-in (IH)
;;Zeljko;Wudamodehein;Berliner Strasse 188;Runkel;025235/553235958;zeljko.wudamodehein59@test.de;"Fachangestellte/-r für Arbeitsmarktdienstleistungen 
(ÖD)"
Dipl.-Anim.;;Mohammed;Wutaflede;Marienstrasse 49;Bergisch Gladbach;0563124/15332634;adopi80@test.de;Fachangestellte/-r für Markt- und Sozialforschung (IH)
Dipl.-Arch.;;Imelda;Schmidt;Robert-Koch-Strasse 269;Bad Wünnenberg;0727/16558;avuro89@email.com;Fachangestellte/-r für Medien- und Informationsdienste FR Bibliothek (IH/ÖD)
Dipl. Audiovisuelle Medien;;Anita;Relebede;Wiesengrund 115;Regis-Breitingen;082126/73119571;utemi68@gmail.com;Fachangestellte/-r für Medien- und Informationsdienste FR Information und Dokumentation (IH/ÖD)
;;Torsten;Herrmann;Waldweg 166;Künzelsau;0255/341828581;olika71@gmail.de;Fachangestellte/-r für Medien- und Informationsdienste FR Medizinische Dokumentation (IH/ÖD)
Dipl.-Ing.;;Zlatko;Hatigede;Neuer Weg 58;Annweiler am Trifels;0573/861933231;itizi90@yahoo.de;Fachinformatiker/-in (VO bis 2020) (alle FR - IH/HwEx)
Dipl.-Kam.;;Stanislav;Fischer;Beethovenstrasse 11;Leichlingen (Rheinland), Blütenstadt;0145/472183;stanislav.fischer84@email.com;Fachinformatiker/-in (VO ab 2020) (alle FR - IH/HwEx)
Dipl. Kunstpädagogik;;Justina;Getusede;Lindenallee 48d;Cochem;043291/388564;ivoru88@gmx.de;Fachkraft für Medien- und Informationsdienste (§ 66 BBiG) (IH)
Dipl. Kunstpädagogik/Kunstvermittlung;;Moritz;Carufuson;Burgstrasse 15;Themar;0694261/31315832;eluke59@t-online.de;"Fachkraft für Straßen- und Verkehrstechnik 
(IH/ÖD/HwEx)"
Dipl.-Kunst.-Päd.;;Willibert;Deduvade;Am Bahnhof 182;Riedlingen;062516/6772557;willibert.deduvade71@test.de;Fachkraft für Wasserwirtschaft (IH/ÖD)
Dipl.-Rest.;;Tilly;Mesobi;Lindenweg 111;Bad Brückenau;07993/384945931;orele82@gmx.de;Fachpraktiker/-in für Dialogmarketing (§ 66 BBiG) (IH)
Dipl. Mus.;;Mandy;Jotifi;Ginsterweg 88;Bad Wildungen;0995859/825178618;arali79@surfnet.de;Fachpraktiker/-in für Fachinformatik (§ 66 BBiG) (IH)
Dipl.-Mus.-Päd.;;Hans-Uwe;Bisiba;Finkenstrasse 254;Heidenheim an der Brenz;0893/839463;eseta57@outloock.de;"Fachpraktiker/-in für Orthopädietechnik (§ 42r HwO) 
(Hw)"
